status	platforms	file	case
pass	all	tui-resume.test.ts	context-deferred scoped tools remain deferred after resume
pass	all	tui-resume.test.ts	graceful exit prints an exact resume command
pass	all	tui-resume.test.ts	grouped command status stays compact while Ctrl-O keeps detail
pass	all	tui-resume.test.ts	interactive /resume highlight reaches bottom before the list scrolls
pass	all	tui-resume.test.ts	interactive /resume keeps shared-prefix titles distinguishable at narrow widths
pass	all	tui-resume.test.ts	interactive /resume loads more sessions and dismisses cleanly
pass	all	tui-resume.test.ts	interactive /resume opens a searchable scoped catalog and resumes the selection
pass	all	tui-resume.test.ts	interactive /resume refuses a live stream and preserves Escape cancellation
pass	all	tui-resume.test.ts	interactive resume aliases restore history and return to a live composer
pass	all	tui-resume.test.ts	interactive resume shows session contention and retries the preserved selection
pass	all	tui-resume.test.ts	new and resumed sessions drop kill-ring and large-paste backing state
pass	all	tui-resume.test.ts	new and resumed sessions preserve native terminal scrollback while fx is active
pass	all	tui-resume.test.ts	paginated semantic field lookup matches values across split cards
pass	all	tui-resume.test.ts	rapid Ctrl-C during active-turn exit preserves the resume handoff
pass	all	tui-resume.test.ts	recorded file diffs survive resume and retain their Ctrl-O detail
pass	all	tui-resume.test.ts	saved fx ask metadata appears after interactive Ctrl-O resume
pass	all	tui-resume.test.ts	session resume command group opens last and explicit session ids
pass	all	tui-resume.test.ts	streamed document append preserves native scrollback without ONLCR
pass	all	tui-resume.test.ts	streaming scroll stays inline while Ctrl-O preserves native selection and ignores horizontal arrows
pass	all	tui-resume.test.ts	upgrade ctrl-g reloads the background-installed binary and resumes
pass	all	tui-resume.test.ts	upgrade ctrl-g repairs an exact corrupt boundary and resumes
pass	all	tui-resume.test.ts	volatile status rows normalize before stable-grid comparison
pass	all	tui-resume.test.ts	zero-output cancelled command restores its row without an output block
pass	all	tui-slash-commands.test.ts	tui: no-key slash commands > /permissions shows state before switching usage and leaves a live composer
pass	all	tui-slash-commands.test.ts	tui: no-key slash commands > /undo reports the exact empty state
pass	all	tui-slash-commands.test.ts	tui: no-key slash commands > compact status notice preserves native scrollback
skip	all	tui-slash-commands.test.ts	tui: slash commands > /compact shows compaction message
skip	all	tui-slash-commands.test.ts	tui: slash commands > /model Enter lists available models inline
skip	all	tui-slash-commands.test.ts	tui: slash commands > /settings opens the settings catalog
skip	all	tui-slash-commands.test.ts	tui: slash commands > /status shows session info
skip	all	tui-slash-commands.test.ts	tui: slash commands > unknown and removed commands show errors
pass	all	tui-slash-extra.test.ts	tui: active session transitions > active /clear cancels a fake Gateway turn and accepts a follow-up prompt
pass	all	tui-slash-extra.test.ts	tui: clipboard host > /copy sends exact reply bytes to the host clipboard and reports process failure
pass	all	tui-slash-extra.test.ts	tui: credits slash command > /credits shows actionable Gateway denial and returns to prompt
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /alias shows alias list
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /clear clears the screen
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /clear resets projected history before the next prompt
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /copy handles empty history gracefully
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /credits shows credit info
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /mcp add and remove stay inside the menu and use the profile owner
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /mcp browses live typed catalogs and inserts a resource preview without submitting
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /mcp opens an inline menu without changing the transcript
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /mcp project trust approval and rejection remain menu-owned
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /new resets to a fresh prompt
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /skills opens the skills menu
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /stats shows session statistics
skip	all	tui-slash-extra.test.ts	tui: extra slash commands > /usage and /cost open the same compact local usage dashboard
pass	all	tui-slash-extra.test.ts	tui: skills command recovery > invalid /skills create name reports an inline error and preserves the session
pass	all	tui-slash-menu.test.ts	slash menu selection index ignores the welcome header help hint
pass	all	tui-slash-menu.test.ts	tui: slash menu > Escape closes a visible slash menu without cancelling an active stream
pass	all	tui-slash-menu.test.ts	tui: slash menu > Escape closes slash picker until the slash trigger restarts
pass	all	tui-slash-menu.test.ts	tui: slash menu > Escape closes the inline skills menu without cancelling an active stream
pass	all	tui-slash-menu.test.ts	tui: slash menu > command and completion menus stay inline with the composer
pass	all	tui-slash-menu.test.ts	tui: slash menu > compact catalogs keep their actionable rows visible
pass	all	tui-slash-menu.test.ts	tui: slash menu > file approval returns to the preserved inline skills menu
pass	all	tui-slash-menu.test.ts	tui: slash menu > help command filters the catalog and opens selected commands
pass	all	tui-slash-menu.test.ts	tui: slash menu > large skills list moves through visible rows before scrolling
pass	all	tui-slash-menu.test.ts	tui: slash menu > linked skill metadata is visible and usable from the skills menu
pass	all	tui-slash-menu.test.ts	tui: slash menu > linked workspace skill is visible and usable from the skills menu
pass	all	tui-slash-menu.test.ts	tui: slash menu > model Enter opens an inline provider catalog and selects through the existing model flow
pass	all	tui-slash-menu.test.ts	tui: slash menu > model inline catalog keeps shared-prefix ids distinguishable at narrow widths
pass	all	tui-slash-menu.test.ts	tui: slash menu > model picker skips effort stage for reasoning models without declared tiers
pass	all	tui-slash-menu.test.ts	tui: slash menu > selected dollar skill token stays formatted after submit and reflow
pass	all	tui-slash-menu.test.ts	tui: slash menu > selected duplicate skill binds one advertised location
pass	all	tui-slash-menu.test.ts	tui: slash menu > settings can hide slash menu metadata and persist the choice
pass	all	tui-slash-menu.test.ts	tui: slash menu > settings command opens the inline list and saves selected values
pass	all	tui-slash-menu.test.ts	tui: slash menu > shell variable with no skill match keeps spaces and submits raw
pass	all	tui-slash-menu.test.ts	tui: slash menu > skill picker selects a name match before a metadata-only match
pass	all	tui-slash-menu.test.ts	tui: slash menu > skills catalog keeps direct Ctrl-X and escaped Ctrl-X returns to the composer
pass	all	tui-slash-menu.test.ts	tui: slash menu > slash menu highlight reaches bottom before the list scrolls
pass	all	tui-slash-menu.test.ts	tui: slash menu > slash menu remains alive when descriptions clip in a narrow terminal
pass	all	tui-slash-menu.test.ts	tui: slash menu > slash menu renders its header described rows categories and controls
pass	all	tui-slash-menu.test.ts	tui: slash menu > slash picker growth preserves displaced transcript history
pass	all	tui-slash-menu.test.ts	tui: slash menu > slash query lifecycle keeps eligibility projection and submission aligned
pass	all	tui-slash-menu.test.ts	tui: slash menu > space after matched dollar token inserts and closes the menu
pass	all	tui-slash-menu.test.ts	tui: slash menu > statusline command toggles independent items from a compact inline panel
pass	all	tui-slash-menu.test.ts	tui: slash menu > submitting clear from the slash menu does not crash
pass	all	tui-slash-menu.test.ts	tui: slash menu > terminal tab title follows the session name across rename and resume
pass	all	tui-slash-menu.test.ts	tui: slash menu > unavailable linked skill reports the failing directory boundary
pass	all	tui-slash-menu.test.ts	tui: slash menu > usage and cost commands open one compact inline dashboard
pass	all	tui-slash-menu.test.ts	tui: slash menu > usage dashboard changes scope, selects and expands models, and refreshes
pass	all	tui-slash-menu.test.ts	tui: slash menu > usage dashboard preserves ledger totals when recovery storage is unsafe
pass	all	tui-slash-menu.test.ts	tui: slash menu > usage dashboard reaches Session when every rolling scope is unavailable
pass	all	tui-slash-menu.test.ts	tui: slash menu > usage dashboard reopen discovers usage created after its initial snapshot
pass	all	tui-slash-menu.test.ts	tui: slash menu > usage dashboard retry recovers after profile initialization becomes safe
pass	all	tui-slash-menu.test.ts	tui: slash menu > workspace command opens a compact inline manager and prepares existing commands
pass	all	tui-startup.test.ts	tui: MCP startup > unresponsive MCP discovery does not block startup or shutdown
pass	all	tui-startup.test.ts	tui: credential onboarding > /setup opens an inline status-first hub
pass	all	tui-startup.test.ts	tui: credential onboarding > startup shows credential onboarding on the first frame and Escape remains session-only
pass	all	tui-startup.test.ts	tui: fresh-session commands > /help keeps command descriptions close after a wide-to-narrow resize
pass	all	tui-startup.test.ts	tui: fresh-session commands > restore the launch header without retaining prior output
pass	all	tui-startup.test.ts	tui: fresh-session commands > statusline hides the workspace identity by default
pass	all	tui-startup.test.ts	tui: fresh-session commands > statusline refreshes the working directory and Git branch
skip	all	tui-startup.test.ts	tui: startup and exit > /help opens the command catalog
skip	all	tui-startup.test.ts	tui: startup and exit > /quit exits cleanly
skip	all	tui-startup.test.ts	tui: startup and exit > fx launches and shows prompt
pass	all	tui-terminal-tool.test.ts	overlapping captured shell handles keep lifecycle output isolated
pass	all	tui-terminal-tool.test.ts	resumed fx reindexes and stops its durable managed TTY
pass	all	tui-terminal-tool.test.ts	reused provider call ids start distinct captured commands
pass	all	tui-terminal-tool.test.ts	running shell survives a model-completed turn without handoff policy
pass	all	tui-terminal-tool.test.ts	shell TTY execution writes atomically drains final output and closes host state
pass	all	tui-terminal-tool.test.ts	shell TTY timeout stops the owned process and reports the deadline
pass	all	tui-terminal-tool.test.ts	shell TTY writes advance one runtime-owned cursor without duplicate output
pass	all	tui-terminal-tool.test.ts	shell captured execution yields one handle and waits without respawn
pass	all	tui-terminal-tool.test.ts	shell interact sends exact control characters
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > Vision outage is an ordinary failed tool result with the exact notice
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > catalog failure explains unresolved image capability in text mode
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > catalog failure hides Vision and rejects unresolved image input
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > cold resume rebases image ids and preserves authority across both model-switch directions
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > empty successful Vision provider output is invalid and permits one recovery request
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > fx ask applies image_adapter_output_bytes to Vision provider capture
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > fx ask ends the post-Vision prompt with user decision guidance
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > fx ask executes path-source Vision and cleans transient snapshots without failure telemetry
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > fx ask gates GLM images through Vision without leaking paths
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > fx ask normalizes encoded-oversized native images on macOS and rejects elsewhere
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > fx ask preserves native image parts for Gemini
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > fx ask rejects missing images before Gateway startup in text and JSON modes
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > fx ask uses Kimi native vision without Vision tool
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > legacy zero image ids repair through durable resume and remain readable after model switch
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > malformed Vision provider output retries once before reporting parser failure
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > missing or corrupted owned snapshots fail without a Vision provider request
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > one corrupt first-batch image keeps twenty-image provider batches at seven eight four
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > one corrupt image does not block its healthy sibling from Vision
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > one malformed Vision provider response is retried and recovers the same image
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > one-of-two provider omission preserves evidence without retrying the batch
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > oversized images are rejected once before Gateway startup and the TUI stays alive
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > required Vision rejects read_file and remains required before normal Vision recovery
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > saved unadvertised native Vision rejection recovers and is filtered after resume
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > source replacement deletion and symlink retarget do not change captured Vision bytes
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > text-only Kimi ask resolves capability and hides Vision
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > text-only non-native ask resolves capability and exposes Vision
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux @ home image path attaches and completes the Vision flow
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux path-source Vision accepts hard-linked regular images
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux path-source Vision approval names the canonical image
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux path-source Vision executes the canonical target approved by the user
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux path-source Vision rejects FIFO replacement of the approved canonical target
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux path-source Vision rejects regular-file replacement of the approved canonical target
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux path-source Vision rejects symlink replacement of the approved canonical target
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux path-source Vision returns FIFO failures without waiting for a peer
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux path-source Vision returns Unix socket failures to the model
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux path-source Vision returns directory failures to the model
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux preserves typed permission feedback across a text-only Vision step
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux preserves unresolved image-looking paths as prompt text
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > tmux shows ordinary Vision approval activity failure and exact outage tip
pass	all	vision-route-fake-gateway.test.ts	Vision route fake Gateway > twenty text-only images use sequential Vision provider batches of eight eight and four
pass	all	web-fetch-fake-network.test.ts	web_fetch Gateway fixture > ACP explicit deny emits no web_fetch progress or target request
pass	all	web-fetch-fake-network.test.ts	web_fetch Gateway fixture > auto parallel invalid web_fetch does not suppress a valid read_file sibling
pass	all	web-fetch-fake-network.test.ts	web_fetch Gateway fixture > default fx ask validates malformed web_fetch before transport
pass	all	web-fetch-fake-network.test.ts	web_fetch Gateway fixture > default policy validates malformed web_fetch before transport
pass	all	web-fetch-fake-network.test.ts	web_fetch Gateway fixture > invalid credentialed web_fetch persists no URL credentials
pass	all	web-fetch-fake-network.test.ts	web_fetch Gateway fixture > parallel fallback emits one invalid web_fetch ACP lifecycle
pass	all	web-fetch-fake-network.test.ts	web_fetch Gateway fixture > parallel fallback reports invalid web_fetch once in Ask JSON
pass	all	web-fetch-fake-network.test.ts	web_fetch Gateway fixture > representative providers receive the same strict public web_fetch schema
skip	all	web-fetch-live.test.ts	live web_fetch public URL > authorized public HTML URL reports progress and cache metadata
skip	all	web-fetch-live.test.ts	live web_fetch public URL > authorized public binary URL stores a durable artifact without raw bytes in session JSON
skip	all	web-fetch-live.test.ts	live web_fetch public URL > models endpoint returns non-empty content through the fresh binary
skip	all	web-fetch-live.test.ts	live web_fetch public URL > robots endpoint returns non-empty content through the fresh binary
pass	all	web-fetch-permission-progress.test.ts	web_fetch permission progress > default ask emits no native fetch progress before authentication
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > ACP cancel interrupts an active direct provider stream and leaves the server usable
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > ACP completes direct provider search without native progress events
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > ACP policy denial omits direct provider search
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > default ask selects the direct Parallel provider backend
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > default fx ask applies environment model, permission, and step-limit overrides
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > default fx ask unadvertised native web_search cannot start a worker
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > direct provider may return zero results without a worker retry
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > duplicate authoritative tool ids fail before local redispatch
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > explicit ask and deny omit direct provider search
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > fx ask preserves the exact GLM model while sending declared Fast
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > malformed direct provider arguments fail before synthesis
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > malformed direct provider result identity fails before synthesis
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > no-rule default uses direct Exa search and returns a linked source
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > outer effort is preserved across direct provider search
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > stale persisted Anthropic efforts are filtered without mutating settings
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > unadvertised native web_search cannot start a worker
pass	all	web-search-fake-gateway.test.ts	web_search Gateway fixture > unknown direct provider backend selector fails before a Gateway request
skip	all	web-search-live.test.ts	live web_search private backends > ai_gateway_exa_search returns a linked cited source with request diagnostics
skip	all	web-search-live.test.ts	live web_search private backends > ai_gateway_parallel_search returns a linked cited source with request diagnostics
pass	all	web-search-permission-progress.test.ts	web_search permission progress > default ask emits no native search progress before authentication
pass	all	web-search-permission-progress.test.ts	web_search permission progress > help does not print the ordinary tool inventory
pass	all	yolo-permission-mode.test.ts	yolo interactive mode > Shift+Tab applies auto to a later tool call in the active turn
pass	all	yolo-permission-mode.test.ts	yolo interactive mode > Shift+Tab cycles through yolo and warning time pauses behind menus
pass	all	yolo-permission-mode.test.ts	yolo interactive mode > Shift+Tab tightening to ask gates a later tool call in the active turn
pass	all	yolo-permission-mode.test.ts	yolo interactive mode > a pending ctrl+c keeps its quit hint intact and pauses the warning at 60 columns
pass	all	yolo-permission-mode.test.ts	yolo permission mode > headless mode warns once, bypasses configured denial, and keeps stdout clean
pass	all	yolo-permission-mode.test.ts	yolo permission mode > legacy sandbox config is inert and ps executes once
pass	all	yolo-permission-mode.test.ts	yolo permission mode > status omits sandbox while preserving the legacy configured value
